param nu := 1;
param m := 1000;
param n := 4;

param A_train:
	1	2	3	4 :=
	733	0.096	0.687	0.532	0.392
	734	0.327	0.735	0.108	0.090
	735	0.633	0.164	0.593	0.876
	736	0.923	0.972	0.444	0.618
	737	0.794	0.725	0.210	0.203
	738	0.725	0.175	0.381	0.898
	739	0.709	0.994	0.721	0.241
	740	0.567	0.568	0.121	0.675
	741	0.153	0.308	0.822	0.746
	742	0.438	0.669	0.156	0.882
	743	0.342	0.676	0.011	0.553
	744	0.700	0.278	0.054	0.081
	745	0.088	0.789	0.170	0.810
	746	0.557	0.377	0.598	0.678
	747	0.255	0.831	0.359	0.077
	748	0.544	0.515	0.245	0.699
	749	0.532	0.042	0.073	0.543
	750	0.952	0.243	0.873	0.006
	751	0.049	0.094	0.113	0.220
	752	0.143	0.776	0.281	0.741
	753	0.332	0.996	0.285	0.692
	754	0.861	0.235	0.588	0.106
	755	0.985	0.638	0.977	0.059
	756	0.572	0.011	0.425	0.445
	757	0.748	0.494	0.111	0.862
	758	0.016	0.005	0.490	0.296
	759	0.944	0.629	0.742	0.229
	760	0.815	0.090	0.555	0.403
	761	0.490	0.388	0.834	0.467
	762	0.015	0.039	0.458	0.440
	763	0.475	0.188	0.978	0.586
	764	0.692	0.602	0.055	0.182
	765	0.801	0.126	0.527	0.543
	766	0.847	0.358	0.445	0.403
	767	0.641	0.893	0.149	0.475
	768	0.596	0.490	0.398	0.054
	769	0.882	0.529	0.118	0.860
	770	0.168	0.551	0.718	0.223
	771	0.616	0.024	0.859	0.144
	772	0.213	0.991	0.925	0.658
	773	0.686	0.299	0.287	0.835
	774	0.647	0.432	0.263	0.045
	775	0.193	0.927	0.015	0.312
	776	0.131	0.480	0.338	0.849
	777	0.071	0.465	0.728	0.929
	778	0.294	0.143	0.599	0.219
	779	0.993	0.905	0.099	0.280
	780	0.872	0.926	0.172	0.136
	781	0.658	0.329	0.898	0.673
	782	0.685	0.804	0.121	0.023
	783	0.824	0.093	0.117	0.552
	784	0.726	0.847	0.165	0.325
	785	0.966	0.318	0.971	0.065
	786	0.712	0.937	0.524	0.884
	787	0.496	0.542	0.402	0.394
	788	0.042	0.079	0.019	0.163
	789	0.672	0.988	0.195	0.789
	790	0.218	0.515	0.386	0.383
	791	0.452	0.349	0.158	0.423
	792	0.756	0.135	0.351	0.280
	793	0.423	0.776	0.561	0.825
	794	0.776	0.867	0.249	0.795
	795	0.351	0.467	0.018	0.547
	796	0.557	0.764	0.770	0.943
	797	0.610	0.395	0.496	0.768
	798	0.910	0.524	0.953	0.261
	799	0.972	0.684	0.580	0.532
	800	0.750	0.308	0.376	1.000
	801	0.406	0.351	0.570	0.424
	802	0.825	0.981	0.662	0.595
	803	0.809	0.205	0.320	0.306
	804	0.138	0.216	0.497	0.092
	805	0.301	0.063	0.160	0.881
	806	0.669	0.631	0.904	0.045
	807	0.007	0.451	0.981	0.577
	808	0.879	0.402	0.856	0.541
	809	0.781	0.350	0.202	0.101
	810	0.175	0.239	0.871	0.671
	811	0.347	0.972	0.394	0.508
	812	0.990	0.177	0.484	0.893
	813	0.115	0.900	0.673	0.096
	814	0.548	0.975	0.879	0.405
	815	0.876	0.185	0.865	0.077
	816	0.521	0.252	0.525	0.392
	817	0.856	0.739	0.895	0.250
	818	0.749	0.240	0.424	0.233
	819	0.645	0.347	0.034	0.319
	820	0.511	0.867	0.418	0.389
	821	0.934	0.265	0.457	0.799
	822	0.743	0.320	0.594	0.268
	823	0.517	0.124	0.451	0.413
	824	0.697	0.161	0.614	0.121
	825	0.747	0.766	0.742	0.781
	826	0.185	0.291	0.952	0.604
	827	0.223	0.537	0.945	0.680
	828	0.288	0.423	0.656	0.882
	829	0.367	0.399	0.816	0.818
	830	0.190	0.515	0.974	0.805
	831	0.368	0.552	0.402	0.109
	832	0.487	0.294	0.624	0.439
	833	0.305	0.662	0.435	0.250
	834	0.771	0.537	0.766	0.427
	835	0.457	0.794	0.818	0.273
	836	0.630	0.464	0.127	0.604
	837	0.762	0.971	0.820	0.164
	838	0.153	0.651	0.375	0.777
	839	0.273	0.082	0.751	0.708
	840	0.094	0.480	0.869	0.859
	841	0.288	0.317	0.701	0.106
	842	0.313	0.737	0.054	0.439
	843	0.322	0.202	0.312	0.143
	844	0.393	0.296	0.016	0.768
	845	0.106	0.041	0.155	0.857
	846	0.486	0.951	0.229	0.356
	847	0.135	0.644	0.127	0.836
	848	0.717	0.149	0.487	0.771
	849	0.827	0.093	0.790	0.139
	850	0.155	0.532	0.532	0.172
	851	0.605	0.278	0.340	0.760
	852	0.089	0.246	0.086	0.318
	853	0.896	0.453	0.246	0.022
	854	0.996	0.739	0.438	0.483
	855	0.027	0.310	0.603	0.816
	856	0.839	0.972	0.981	0.371
	857	0.281	0.976	0.421	0.621
	858	0.556	0.710	0.982	0.642
	859	0.584	0.537	0.482	0.830
	860	0.771	0.826	0.299	0.210
	861	0.809	0.237	0.619	0.412
	862	0.068	0.250	0.025	0.049
	863	0.168	0.330	0.597	0.589
	864	0.333	0.145	0.661	0.315
	865	0.690	0.899	0.324	0.172
	866	0.884	0.943	0.554	0.183
	867	0.863	0.991	0.389	0.482
	868	0.442	0.550	0.653	0.467
	869	0.274	0.635	0.929	0.871
	870	0.881	0.204	0.370	0.542
	871	0.157	0.232	0.418	0.481
	872	0.147	0.365	0.346	0.701
	873	0.499	0.564	0.539	0.888
	874	0.942	0.331	0.595	0.595
	875	0.195	0.869	0.433	0.124
	876	0.658	0.005	0.945	0.028
	877	0.464	0.185	0.778	0.882
	878	0.181	0.028	0.031	0.528
	879	0.579	0.027	0.293	0.118
	880	0.339	0.060	0.246	0.934
	881	0.044	0.129	0.524	0.477
	882	0.265	0.134	0.258	0.210
	883	0.804	0.674	0.347	0.582
	884	0.013	0.764	0.584	0.045
	885	0.313	0.624	0.318	0.606
	886	0.234	0.945	0.803	0.480
	887	0.458	0.523	0.007	0.982
	888	0.260	0.247	0.134	0.518
	889	0.296	0.322	0.130	0.643
	890	0.685	0.657	0.669	0.269
	891	0.960	0.582	0.326	0.279
	892	0.068	0.512	0.133	0.871
	893	0.011	0.328	0.515	0.019
	894	0.515	0.279	0.557	0.649
	895	0.014	0.945	0.119	0.144
	896	0.024	0.829	0.245	0.693
	897	0.947	0.653	0.680	0.273
	898	0.869	0.341	0.444	0.001
	899	0.436	0.013	0.540	0.951
	900	0.850	0.465	0.310	0.407
	901	0.108	0.420	0.060	0.227
	902	0.649	0.251	0.393	0.894
	903	0.492	0.841	0.596	0.172
	904	0.527	0.041	0.454	0.971
	905	0.666	0.407	0.054	0.205
	906	0.086	0.055	0.823	0.396
	907	0.937	0.504	0.882	0.997
	908	0.446	0.646	0.981	0.839
	909	0.924	0.331	0.381	0.520
	910	0.494	0.048	0.544	0.948
	911	0.585	0.614	0.426	0.640
	912	0.783	0.726	0.874	0.606
	913	0.336	0.543	0.626	0.218
	914	0.357	0.664	0.186	0.338
	915	0.726	0.262	0.835	0.107
	916	0.338	0.601	0.831	0.882
	917	0.850	0.467	0.164	0.275
	918	0.983	0.058	0.833	0.858
	919	0.955	0.194	0.208	0.581
	920	0.748	0.938	0.077	0.935
	921	0.581	0.661	0.539	0.415
	922	0.321	0.753	0.369	0.152
	923	0.919	0.002	0.102	0.083
	924	0.209	0.066	0.335	0.042
	925	1.000	0.997	0.118	0.207
	926	0.530	0.956	0.516	0.607
	927	0.792	0.187	0.551	0.331
	928	0.319	0.652	0.356	0.688
	929	0.991	0.607	0.806	0.093
	930	0.083	0.302	0.757	0.418
	931	0.681	0.418	0.341	0.799
	932	0.920	0.329	0.581	0.436
	933	0.471	0.228	0.123	0.022
	934	0.726	0.342	0.212	0.082
	935	0.016	0.073	0.637	0.821
	936	0.328	0.904	0.468	0.085
	937	0.812	0.766	0.740	0.154
	938	0.365	0.073	0.893	0.946
	939	0.829	0.418	0.738	0.951
	940	0.297	0.677	0.782	0.508
	941	0.812	0.524	0.832	0.449
	942	0.998	0.777	0.250	0.466
	943	0.572	0.278	0.628	0.312
	944	0.192	0.677	0.505	0.085
	945	0.014	0.914	0.041	0.752
	946	0.481	0.049	0.542	0.262
	947	0.301	0.074	0.081	0.132
	948	0.426	0.130	0.300	0.676
	949	0.162	0.248	0.874	0.789
	950	0.306	0.981	0.236	0.811
	951	0.859	0.826	0.980	0.900
	952	0.845	0.380	0.626	0.387
	953	0.183	0.688	0.716	0.265
	954	0.239	0.691	0.950	0.539
	955	0.546	0.700	0.615	0.420
	956	0.174	0.726	0.470	0.410
	957	0.536	0.269	0.364	0.516
	958	0.941	0.361	0.549	0.568
	959	0.192	0.751	0.435	0.908
	960	0.255	0.147	0.707	0.205
	961	0.074	0.751	0.385	0.688
	962	0.875	0.862	0.898	0.345
	963	0.436	0.881	0.541	0.799
	964	0.709	0.740	0.757	0.258
	965	0.505	0.450	0.059	0.940
	966	0.075	0.196	0.504	0.782
	967	0.190	0.856	0.153	0.575
	968	0.324	0.450	0.406	0.222
	969	0.678	0.657	0.675	0.219
	970	0.072	0.929	0.197	0.829
	971	0.505	0.334	0.637	0.564
	972	0.995	0.640	0.470	0.499
	973	0.871	0.689	0.278	0.024
	974	0.822	0.348	0.714	0.228
	975	0.508	0.907	0.227	0.184
	976	0.683	0.255	0.054	0.880
	977	0.242	0.385	0.418	0.879
	978	0.693	0.873	0.590	0.162
	979	0.011	0.033	0.062	0.289
	980	0.326	0.111	0.405	0.040
	981	0.974	0.548	0.246	0.201
	982	0.371	0.885	0.987	0.426
	983	0.071	0.667	0.150	0.490
	984	0.100	0.182	0.419	0.690
	985	0.792	0.701	0.378	0.854
	986	0.435	0.179	0.101	0.840
	987	0.440	0.814	0.767	0.685
	988	0.499	0.057	0.900	0.486
	989	0.665	0.557	0.150	0.815
	990	0.695	0.916	0.230	0.115
	991	0.575	0.907	0.307	0.953
	992	0.297	0.388	0.940	0.398
	993	0.159	0.837	0.042	0.926
	994	0.058	0.425	0.579	0.958
	995	0.062	0.623	0.468	0.211
	996	0.515	0.907	0.353	0.745
	997	0.959	0.319	0.928	0.265
	998	0.688	0.562	0.660	0.628
	999	0.889	0.786	0.797	0.931
	1000	0.320	0.989	0.137	0.899
;

param y_train :=
	1 1.000
	2 1.000
	3 -1.000
	4 -1.000
	5 1.000
	6 -1.000
	7 -1.000
	8 1.000
	9 -1.000
	10 -1.000
	11 -1.000
	12 1.000
	13 -1.000
	14 1.000
	15 -1.000
	16 -1.000
	17 1.000
	18 -1.000
	19 -1.000
	20 1.000
	21 -1.000
	22 1.000
	23 1.000
	24 1.000
	25 -1.000
	26 -1.000
	27 1.000
	28 1.000
	29 -1.000
	30 -1.000
	31 1.000
	32 1.000
	33 1.000
	34 1.000
	35 1.000
	36 1.000
	37 -1.000
	38 1.000
	39 1.000
	40 1.000
	41 1.000
	42 -1.000
	43 -1.000
	44 1.000
	45 -1.000
	46 1.000
	47 -1.000
	48 1.000
	49 -1.000
	50 -1.000
	51 1.000
	52 -1.000
	53 -1.000
	54 1.000
	55 1.000
	56 -1.000
	57 -1.000
	58 1.000
	59 1.000
	60 -1.000
	61 1.000
	62 -1.000
	63 1.000
	64 1.000
	65 1.000
	66 -1.000
	67 -1.000
	68 -1.000
	69 -1.000
	70 1.000
	71 1.000
	72 -1.000
	73 -1.000
	74 1.000
	75 -1.000
	76 1.000
	77 -1.000
	78 -1.000
	79 1.000
	80 1.000
	81 1.000
	82 -1.000
	83 1.000
	84 -1.000
	85 -1.000
	86 1.000
	87 -1.000
	88 1.000
	89 -1.000
	90 1.000
	91 -1.000
	92 -1.000
	93 -1.000
	94 -1.000
	95 1.000
	96 -1.000
	97 1.000
	98 -1.000
	99 -1.000
	100 1.000
	101 -1.000
	102 -1.000
	103 -1.000
	104 1.000
	105 1.000
	106 -1.000
	107 -1.000
	108 -1.000
	109 1.000
	110 1.000
	111 -1.000
	112 1.000
	113 -1.000
	114 -1.000
	115 -1.000
	116 -1.000
	117 1.000
	118 1.000
	119 -1.000
	120 1.000
	121 -1.000
	122 -1.000
	123 1.000
	124 -1.000
	125 -1.000
	126 1.000
	127 1.000
	128 1.000
	129 1.000
	130 1.000
	131 1.000
	132 1.000
	133 1.000
	134 1.000
	135 -1.000
	136 -1.000
	137 1.000
	138 -1.000
	139 1.000
	140 1.000
	141 1.000
	142 1.000
	143 -1.000
	144 1.000
	145 1.000
	146 -1.000
	147 -1.000
	148 -1.000
	149 1.000
	150 1.000
	151 -1.000
	152 -1.000
	153 -1.000
	154 -1.000
	155 1.000
	156 -1.000
	157 -1.000
	158 1.000
	159 -1.000
	160 -1.000
	161 1.000
	162 -1.000
	163 -1.000
	164 -1.000
	165 -1.000
	166 1.000
	167 -1.000
	168 1.000
	169 -1.000
	170 -1.000
	171 1.000
	172 1.000
	173 1.000
	174 -1.000
	175 -1.000
	176 -1.000
	177 -1.000
	178 1.000
	179 1.000
	180 1.000
	181 1.000
	182 1.000
	183 1.000
	184 -1.000
	185 -1.000
	186 1.000
	187 -1.000
	188 1.000
	189 -1.000
	190 -1.000
	191 -1.000
	192 -1.000
	193 -1.000
	194 -1.000
	195 1.000
	196 -1.000
	197 1.000
	198 1.000
	199 1.000
	200 1.000
	201 1.000
	202 1.000
	203 1.000
	204 1.000
	205 -1.000
	206 -1.000
	207 -1.000
	208 -1.000
	209 -1.000
	210 -1.000
	211 -1.000
	212 1.000
	213 -1.000
	214 1.000
	215 -1.000
	216 1.000
	217 -1.000
	218 -1.000
	219 -1.000
	220 1.000
	221 1.000
	222 1.000
	223 -1.000
	224 -1.000
	225 -1.000
	226 -1.000
	227 1.000
	228 1.000
	229 -1.000
	230 -1.000
	231 1.000
	232 1.000
	233 1.000
	234 1.000
	235 1.000
	236 -1.000
	237 -1.000
	238 1.000
	239 -1.000
	240 -1.000
	241 -1.000
	242 -1.000
	243 1.000
	244 -1.000
	245 1.000
	246 -1.000
	247 -1.000
	248 -1.000
	249 1.000
	250 1.000
	251 -1.000
	252 1.000
	253 -1.000
	254 1.000
	255 1.000
	256 -1.000
	257 -1.000
	258 1.000
	259 1.000
	260 1.000
	261 -1.000
	262 -1.000
	263 -1.000
	264 1.000
	265 1.000
	266 -1.000
	267 -1.000
	268 1.000
	269 1.000
	270 -1.000
	271 1.000
	272 -1.000
	273 -1.000
	274 -1.000
	275 -1.000
	276 -1.000
	277 1.000
	278 -1.000
	279 -1.000
	280 -1.000
	281 -1.000
	282 1.000
	283 -1.000
	284 -1.000
	285 -1.000
	286 1.000
	287 1.000
	288 -1.000
	289 1.000
	290 -1.000
	291 -1.000
	292 -1.000
	293 -1.000
	294 1.000
	295 -1.000
	296 1.000
	297 1.000
	298 1.000
	299 1.000
	300 -1.000
	301 -1.000
	302 -1.000
	303 1.000
	304 1.000
	305 -1.000
	306 1.000
	307 1.000
	308 1.000
	309 -1.000
	310 -1.000
	311 1.000
	312 -1.000
	313 1.000
	314 -1.000
	315 -1.000
	316 1.000
	317 1.000
	318 -1.000
	319 -1.000
	320 1.000
	321 1.000
	322 1.000
	323 1.000
	324 -1.000
	325 1.000
	326 -1.000
	327 -1.000
	328 1.000
	329 -1.000
	330 -1.000
	331 1.000
	332 -1.000
	333 1.000
	334 -1.000
	335 -1.000
	336 -1.000
	337 -1.000
	338 1.000
	339 1.000
	340 -1.000
	341 -1.000
	342 1.000
	343 -1.000
	344 -1.000
	345 -1.000
	346 1.000
	347 -1.000
	348 1.000
	349 1.000
	350 1.000
	351 -1.000
	352 1.000
	353 -1.000
	354 1.000
	355 -1.000
	356 1.000
	357 -1.000
	358 1.000
	359 -1.000
	360 1.000
	361 -1.000
	362 1.000
	363 -1.000
	364 -1.000
	365 1.000
	366 -1.000
	367 -1.000
	368 -1.000
	369 -1.000
	370 -1.000
	371 -1.000
	372 1.000
	373 1.000
	374 -1.000
	375 1.000
	376 1.000
	377 1.000
	378 -1.000
	379 1.000
	380 1.000
	381 1.000
	382 -1.000
	383 -1.000
	384 -1.000
	385 1.000
	386 1.000
	387 1.000
	388 -1.000
	389 1.000
	390 -1.000
	391 -1.000
	392 1.000
	393 1.000
	394 -1.000
	395 1.000
	396 1.000
	397 1.000
	398 1.000
	399 1.000
	400 -1.000
	401 1.000
	402 -1.000
	403 -1.000
	404 1.000
	405 -1.000
	406 1.000
	407 1.000
	408 1.000
	409 1.000
	410 -1.000
	411 1.000
	412 -1.000
	413 -1.000
	414 -1.000
	415 -1.000
	416 -1.000
	417 -1.000
	418 1.000
	419 -1.000
	420 -1.000
	421 1.000
	422 -1.000
	423 1.000
	424 -1.000
	425 1.000
	426 1.000
	427 -1.000
	428 1.000
	429 1.000
	430 -1.000
	431 1.000
	432 -1.000
	433 1.000
	434 -1.000
	435 1.000
	436 1.000
	437 -1.000
	438 -1.000
	439 -1.000
	440 -1.000
	441 -1.000
	442 -1.000
	443 -1.000
	444 -1.000
	445 -1.000
	446 1.000
	447 -1.000
	448 1.000
	449 -1.000
	450 1.000
	451 1.000
	452 -1.000
	453 -1.000
	454 -1.000
	455 1.000
	456 -1.000
	457 1.000
	458 -1.000
	459 1.000
	460 -1.000
	461 -1.000
	462 -1.000
	463 1.000
	464 -1.000
	465 1.000
	466 1.000
	467 -1.000
	468 1.000
	469 -1.000
	470 -1.000
	471 1.000
	472 1.000
	473 -1.000
	474 -1.000
	475 1.000
	476 -1.000
	477 -1.000
	478 -1.000
	479 1.000
	480 -1.000
	481 -1.000
	482 1.000
	483 1.000
	484 1.000
	485 -1.000
	486 1.000
	487 1.000
	488 -1.000
	489 -1.000
	490 1.000
	491 -1.000
	492 1.000
	493 -1.000
	494 -1.000
	495 1.000
	496 1.000
	497 -1.000
	498 -1.000
	499 -1.000
	500 1.000
	501 -1.000
	502 -1.000
	503 -1.000
	504 1.000
	505 1.000
	506 -1.000
	507 -1.000
	508 1.000
	509 1.000
	510 1.000
	511 -1.000
	512 -1.000
	513 -1.000
	514 -1.000
	515 -1.000
	516 -1.000
	517 1.000
	518 -1.000
	519 1.000
	520 1.000
	521 -1.000
	522 -1.000
	523 1.000
	524 -1.000
	525 -1.000
	526 1.000
	527 1.000
	528 -1.000
	529 -1.000
	530 -1.000
	531 -1.000
	532 1.000
	533 1.000
	534 -1.000
	535 1.000
	536 -1.000
	537 -1.000
	538 -1.000
	539 -1.000
	540 1.000
	541 -1.000
	542 -1.000
	543 1.000
	544 1.000
	545 1.000
	546 -1.000
	547 -1.000
	548 1.000
	549 -1.000
	550 -1.000
	551 1.000
	552 -1.000
	553 1.000
	554 -1.000
	555 1.000
	556 -1.000
	557 -1.000
	558 1.000
	559 -1.000
	560 1.000
	561 1.000
	562 1.000
	563 -1.000
	564 1.000
	565 -1.000
	566 -1.000
	567 -1.000
	568 1.000
	569 1.000
	570 -1.000
	571 1.000
	572 1.000
	573 1.000
	574 -1.000
	575 1.000
	576 -1.000
	577 1.000
	578 -1.000
	579 1.000
	580 -1.000
	581 1.000
	582 -1.000
	583 -1.000
	584 1.000
	585 -1.000
	586 1.000
	587 1.000
	588 1.000
	589 -1.000
	590 -1.000
	591 1.000
	592 1.000
	593 1.000
	594 1.000
	595 -1.000
	596 1.000
	597 -1.000
	598 1.000
	599 -1.000
	600 1.000
	601 1.000
	602 -1.000
	603 1.000
	604 1.000
	605 -1.000
	606 1.000
	607 1.000
	608 -1.000
	609 -1.000
	610 -1.000
	611 1.000
	612 1.000
	613 1.000
	614 -1.000
	615 1.000
	616 1.000
	617 -1.000
	618 1.000
	619 1.000
	620 1.000
	621 1.000
	622 1.000
	623 1.000
	624 1.000
	625 -1.000
	626 -1.000
	627 -1.000
	628 -1.000
	629 1.000
	630 1.000
	631 1.000
	632 1.000
	633 1.000
	634 -1.000
	635 1.000
	636 1.000
	637 -1.000
	638 -1.000
	639 1.000
	640 1.000
	641 -1.000
	642 1.000
	643 1.000
	644 -1.000
	645 -1.000
	646 -1.000
	647 1.000
	648 -1.000
	649 -1.000
	650 -1.000
	651 1.000
	652 -1.000
	653 -1.000
	654 -1.000
	655 1.000
	656 1.000
	657 1.000
	658 -1.000
	659 -1.000
	660 1.000
	661 1.000
	662 -1.000
	663 -1.000
	664 -1.000
	665 -1.000
	666 1.000
	667 -1.000
	668 -1.000
	669 1.000
	670 -1.000
	671 -1.000
	672 -1.000
	673 -1.000
	674 1.000
	675 1.000
	676 -1.000
	677 1.000
	678 -1.000
	679 -1.000
	680 -1.000
	681 1.000
	682 1.000
	683 -1.000
	684 1.000
	685 -1.000
	686 -1.000
	687 -1.000
	688 1.000
	689 -1.000
	690 -1.000
	691 1.000
	692 -1.000
	693 -1.000
	694 1.000
	695 1.000
	696 -1.000
	697 -1.000
	698 1.000
	699 -1.000
	700 -1.000
	701 -1.000
	702 1.000
	703 1.000
	704 -1.000
	705 1.000
	706 -1.000
	707 -1.000
	708 1.000
	709 1.000
	710 -1.000
	711 1.000
	712 -1.000
	713 1.000
	714 -1.000
	715 -1.000
	716 -1.000
	717 1.000
	718 -1.000
	719 1.000
	720 -1.000
	721 -1.000
	722 1.000
	723 1.000
	724 -1.000
	725 1.000
	726 1.000
	727 -1.000
	728 -1.000
	729 -1.000
	730 -1.000
	731 -1.000
	732 1.000
	733 -1.000
	734 -1.000
	735 1.000
	736 1.000
	737 -1.000
	738 1.000
	739 1.000
	740 -1.000
	741 1.000
	742 1.000
	743 -1.000
	744 -1.000
	745 -1.000
	746 1.000
	747 -1.000
	748 1.000
	749 -1.000
	750 1.000
	751 -1.000
	752 -1.000
	753 1.000
	754 -1.000
	755 1.000
	756 -1.000
	757 1.000
	758 -1.000
	759 1.000
	760 -1.000
	761 1.000
	762 -1.000
	763 1.000
	764 -1.000
	765 -1.000
	766 1.000
	767 1.000
	768 -1.000
	769 1.000
	770 -1.000
	771 -1.000
	772 1.000
	773 1.000
	774 -1.000
	775 -1.000
	776 -1.000
	777 1.000
	778 -1.000
	779 1.000
	780 -1.000
	781 1.000
	782 -1.000
	783 -1.000
	784 1.000
	785 1.000
	786 1.000
	787 -1.000
	788 -1.000
	789 1.000
	790 -1.000
	791 -1.000
	792 -1.000
	793 1.000
	794 1.000
	795 -1.000
	796 1.000
	797 1.000
	798 1.000
	799 1.000
	800 1.000
	801 -1.000
	802 1.000
	803 1.000
	804 -1.000
	805 -1.000
	806 1.000
	807 1.000
	808 -1.000
	809 -1.000
	810 -1.000
	811 1.000
	812 1.000
	813 -1.000
	814 1.000
	815 1.000
	816 -1.000
	817 1.000
	818 -1.000
	819 -1.000
	820 1.000
	821 1.000
	822 -1.000
	823 -1.000
	824 -1.000
	825 1.000
	826 1.000
	827 1.000
	828 1.000
	829 1.000
	830 1.000
	831 -1.000
	832 -1.000
	833 -1.000
	834 1.000
	835 1.000
	836 -1.000
	837 1.000
	838 -1.000
	839 -1.000
	840 1.000
	841 -1.000
	842 -1.000
	843 -1.000
	844 -1.000
	845 -1.000
	846 1.000
	847 -1.000
	848 1.000
	849 -1.000
	850 -1.000
	851 -1.000
	852 -1.000
	853 -1.000
	854 1.000
	855 -1.000
	856 1.000
	857 1.000
	858 1.000
	859 1.000
	860 1.000
	861 1.000
	862 -1.000
	863 1.000
	864 -1.000
	865 1.000
	866 1.000
	867 1.000
	868 1.000
	869 1.000
	870 -1.000
	871 -1.000
	872 -1.000
	873 1.000
	874 1.000
	875 -1.000
	876 -1.000
	877 1.000
	878 -1.000
	879 -1.000
	880 -1.000
	881 -1.000
	882 -1.000
	883 1.000
	884 -1.000
	885 -1.000
	886 1.000
	887 1.000
	888 -1.000
	889 -1.000
	890 1.000
	891 1.000
	892 1.000
	893 -1.000
	894 1.000
	895 -1.000
	896 -1.000
	897 1.000
	898 -1.000
	899 -1.000
	900 1.000
	901 -1.000
	902 1.000
	903 1.000
	904 -1.000
	905 -1.000
	906 -1.000
	907 1.000
	908 1.000
	909 1.000
	910 1.000
	911 1.000
	912 1.000
	913 -1.000
	914 -1.000
	915 -1.000
	916 1.000
	917 -1.000
	918 1.000
	919 -1.000
	920 1.000
	921 1.000
	922 -1.000
	923 -1.000
	924 -1.000
	925 1.000
	926 1.000
	927 -1.000
	928 1.000
	929 1.000
	930 -1.000
	931 1.000
	932 1.000
	933 -1.000
	934 -1.000
	935 -1.000
	936 -1.000
	937 1.000
	938 1.000
	939 1.000
	940 1.000
	941 1.000
	942 1.000
	943 -1.000
	944 -1.000
	945 -1.000
	946 -1.000
	947 -1.000
	948 -1.000
	949 1.000
	950 1.000
	951 1.000
	952 1.000
	953 -1.000
	954 1.000
	955 1.000
	956 -1.000
	957 -1.000
	958 1.000
	959 1.000
	960 -1.000
	961 -1.000
	962 1.000
	963 1.000
	964 1.000
	965 -1.000
	966 -1.000
	967 -1.000
	968 -1.000
	969 1.000
	970 1.000
	971 1.000
	972 1.000
	973 -1.000
	974 1.000
	975 -1.000
	976 -1.000
	977 -1.000
	978 1.000
	979 -1.000
	980 -1.000
	981 -1.000
	982 1.000
	983 -1.000
	984 -1.000
	985 -1.000
	986 -1.000
	987 1.000
	988 -1.000
	989 1.000
	990 -1.000
	991 1.000
	992 1.000
	993 -1.000
	994 1.000
	995 -1.000
	996 1.000
	997 1.000
	998 -1.000
	999 1.000
	1000 1.000
;
